Difficulty,Question,QuestionEn,Options,Ans,AnsEn,Category
Hard,Quelle est la traduction de 'The train is cancelled' en français?,What is the translation of 'The train is cancelled' into French?,"Le train est annulé,Le train est en retard,Le train est à l'heure,Le train est décalé",Le train est annulé,The train is cancelled,Expressions
Hard,Comment dire 'I would like to speak with the manager' en français?,How do you say 'I would like to speak with the manager' in French?,"Je voudrais parler avec le manager,Je voudrais parler avec la patronne,Je voudrais parler avec la serveuse,Je voudrais parler avec le serveur",Je voudrais parler avec le manager,I would like to speak with the manager,Expressions
Hard,Quelle est la traduction de 'The hotel room is not available' en français?,What is the translation of 'The hotel room is not available' into French?,"La chambre d'hôtel est disponible,La chambre d'hôtel est réservée,La chambre d'hôtel est occupée,La chambre d'hôtel n'est pas disponible",La chambre d'hôtel n'est pas disponible,The hotel room is not available,Expressions
Hard,Comment dire 'I would like to cancel my flight' en français?,How do you say 'I would like to cancel my flight' in French?,"Je voudrais annuler mon vol,Je voudrais modifier mon vol,Je voudrais confirmer mon vol,Je voudrais réserver un autre vol",Je voudrais annuler mon vol,I would like to cancel my flight,Expressions
Easy,Quelle est la traduction de 'hello' en français?,What is the translation of 'hello' in French?,"Bonjour,Salut,Bonsoir,Goodbye",Bonjour,Hello,Expressions
Medium,Comment dire 'I would like to have a coffee' en français?,How do you say 'I would like to have a coffee' in French?,"Je voudrais un café,Je voudrais du thé,Je voudrais de l'eau,Je voudrais un jus d'orange",Je voudrais un café,I would like to have a coffee,Expressions
Hard,Quelle est la traduction de 'The restaurant is closed' en français?,What is the translation of 'The restaurant is closed' into French?,"Le restaurant est ouvert,Le restaurant est fermé,Le restaurant est réservé,Le restaurant est plein",Le restaurant est fermé,The restaurant is closed,Expressions
Easy,Quelle est la traduction de 'goodbye' en français?,What is the translation of 'goodbye' in French?,"Bonjour,Salut,Bonsoir,Goodbye",Au revoir,Goodbye,Expressions
Medium,Comment dire 'I would like to speak with the receptionist' en français?,How do you say 'I would like to speak with the receptionist' in French?,"Je voudrais parler avec la réceptionniste,Je voudrais parler avec le manager,Je voudrais parler avec la patronne,Je voudrais parler avec le serveur",Je voudrais parler avec la réceptionniste,I would like to speak with the receptionist,Expressions
Hard,Quelle est la traduction de 'The hotel is fully booked' en français?,What is the translation of 'The hotel is fully booked' into French?,"L'hôtel est disponible,L'hôtel est réservé,L'hôtel est occupé,L'hôtel est complet",L'hôtel est complet,The hotel is fully booked,Expressions
Easy,Quelle est la traduction de 'thank you' en français?,What is the translation of 'thank you' in French?,"Merci,De rien,Au revoir,Salut",Merci,Thank you,Expressions
Medium,Comment dire 'I would like to have a menu' en français?,How do you say 'I would like to have a menu' in French?,"Je voudrais un menu,Je voudrais du thé,Je voudrais de l'eau,Je voudrais un jus d'orange",Je voudrais un menu,I would like to have a menu,Expressions
Hard,Quelle est la traduction de 'The flight is delayed' en français?,What is the translation of 'The flight is delayed' into French?,"Le vol est annulé,Le vol est en retard,Le vol est à l'heure,Le vol est décalé",Le vol est en retard,The flight is delayed,Expressions
Easy,Quelle est la traduction de 'hello' en français?,What is the translation of 'hello' in French?,"Bonjour,Salut,Bonsoir,Goodbye",Bonjour,Hello,Expressions
Easy,Quel est le mot français pour 'train',What is the French word for 'train',"Train,Avion,Bateau,Voiture",Train,Train,Vocabulary
Easy,Quel est le mot français pour 'book',What is the French word for 'book',"Livre,Chaise,Table,Ordinateur",Livre,Book,Vocabulary
Easy,Quel est le mot français pour 'house',What is the French word for 'house',"Maison,Chien,Chat,Oiseau",Maison,House,Vocabulary
Easy,Quel est le mot français pour 'car',What is the French word for 'car',"Voiture,Avion,Bateau,Train",Voiture,Car,Vocabulary
Easy,Quel est le mot français pour 'apple',What is the French word for 'apple',"Pomme,Poire,Banane,Fraise",Pomme,Apple,Vocabulary
Easy,Quel est le mot français pour 'dog',What is the French word for 'dog',"Chien,Chat,Oiseau,Cheval",Chien,Dog,Vocabulary
Easy,Quel est le mot français pour 'chool',What is the French word for 'chool',"École,Université,Collège,Lycée",École,School,Vocabulary
Medium,Quelle est la signification de ''aimer' en français?,What does ''aimer' mean in French?,"Faire la fête,Manger de la nourriture,Boire du vin,Dire des mots gentils",Faire la fête,To celebrate,Vocabulary
Medium,Quelle est la signification de 'faire des courses' en français?,What does 'faire des courses' mean in French?,"Aller au parc,Manger à la maison,Faire la fête,Faire les courses",Faire les courses,To go shopping,Vocabulary
Medium,Quelle est la signification de 'prendre un bain' en français?,What does 'prendre un bain' mean in French?,"Boire du vin,Manger de la nourriture,Prendre un bain,Faire la fête",Prendre un bain,To take a bath,Vocabulary
Hard,Quel est le mot français pour 'computer science',What is the French word for 'computer science',"Informatique,Physique,Chimie,Biologie",Informatique,Computer science,Vocabulary
Hard,Quel est le mot français pour 'artificial intelligence',What is the French word for 'artificial intelligence',"Intelligence artificielle,Robotique,Informatique,Cybernétique",Intelligence artificielle,Artificial intelligence,Vocabulary
Hard,Quel est le mot français pour 'data science',What is the French word for 'data science',"Science des données,Informatique,Statistique,Économie",Science des données,Data science,Vocabulary
Hard,Quel est le mot français pour 'achine learning',What is the French word for 'achine learning',"Apprentissage automatique,Informatique,Robotique,Cybernétique",Apprentissage automatique,Machine learning,Vocabulary
Hard,Quel est le mot français pour 'natural language processing',What is the French word for 'natural language processing',"Traitement automatique des langues,Informatique,Robotique,Cybernétique",Traitement automatique des langues,Natural language processing,Vocabulary
Hard,Quel est le mot français pour 'computer network',What is the French word for 'computer network',"Réseau informatique,Informatique,Robotique,Cybernétique",Réseau informatique,Computer network,Vocabulary
Hard,Quel est le mot français pour 'database management',What is the French word for 'database management',"Gestion de bases de données,Informatique,Robotique,Cybernétique",Gestion de bases de données,Database management,Vocabulary
Hard,Quel est le mot français pour 'oftware engineering',What is the French word for 'oftware engineering',"Génie logiciel,Informatique,Robotique,Cybernétique",Génie logiciel,Software engineering,Vocabulary
Hard,Quel est le mot français pour 'human-computer interaction',What is the French word for 'human-computer interaction',"Interaction homme-machine,Informatique,Robotique,Cybernétique",Interaction homme-machine,Human-computer interaction,Vocabulary
Hard,Quel est le mot français pour 'computer vision',What is the French word for 'computer vision',"Vision par ordinateur,Informatique,Robotique,Cybernétique",Vision par ordinateur,Computer vision,Vocabulary
Hard,Quel est le mot français pour 'peech recognition',What is the French word for 'peech recognition',"Reconnaissance vocale,Informatique,Robotique,Cybernétique",Reconnaissance vocale,Speech recognition,Vocabulary
Hard,Quel est le mot français pour 'natural language generation',What is the French word for 'natural language generation',"Génération de langage naturel,Informatique,Robotique,Cybernétique",Génération de langage naturel,Natural language generation,Vocabulary
Hard,Quel est le mot français pour 'text classification',What is the French word for 'text classification',"Classification de texte,Informatique,Robotique,Cybernétique",Classification de texte,Text classification,Vocabulary
Hard,Quel est le mot français pour 'entiment analysis',What is the French word for 'entiment analysis',"Analyse d'opinion,Informatique,Robotique,Cybernétique",Analyse d'opinion,Sentiment analysis,Vocabulary
Hard,Quel est le mot français pour 'named entity recognition',What is the French word for 'named entity recognition',"Reconnaissance d'entité nommée,Informatique,Robotique,Cybernétique",Reconnaissance d'entité nommée,Named entity recognition,Vocabulary
Hard,Quel est le mot français pour 'part-of-speech tagging',What is the French word for 'part-of-speech tagging',"Marquage de parties du discours,Informatique,Robotique,Cybernétique",Marquage de parties du discours,Part-of-speech tagging,Vocabulary
Hard,Quel est le mot français pour 'dependency parsing',What is the French word for 'dependency parsing',"Analyse de dépendances,Informatique,Robotique,Cybernétique",Analyse de dépendances,Dependency parsing,Vocabulary
Hard,Quel est le mot français pour 'coreference resolution',What is the French word for 'coreference resolution',"Résolution de référence,Informatique,Robotique,Cybernétique",Résolution de référence,Coreference resolution,Vocabulary
Easy,Quel est le mot français pour 'apple',What is the French word for 'apple',"Pomme,Poire,Fraise,Banane",Pomme,Apple,Vocabulary
Easy,Quel est le mot français pour 'car',What is the French word for 'car',"Voiture,Moto,Vélo,Bateau",Voiture,Car,Vocabulary
Easy,Quel est le mot français pour 'book',What is the French word for 'book',"Livre,Cahier,Papier,Crayon",Livre,Book,Vocabulary
Easy,Quel est le mot français pour 'dog',What is the French word for 'dog',"Chien,Chat,Oiseau,Cheval",Chien,Dog,Vocabulary
Easy,Quel est le mot français pour 'house',What is the French word for 'house',"Maison,Appartement,Bâtiment,Immeuble",Maison,House,Vocabulary
Easy,Quel est le mot français pour 'chool',What is the French word for 'chool',"École,Université,Collège,Lycée",École,School,Vocabulary
Easy,Quel est le mot français pour 'city',What is the French word for 'city',"Ville,Commune,Municipalité,Région",Ville,City,Vocabulary
Easy,Quel est le mot français pour 'train',What is the French word for 'train',"Train,Avion,Bateau,Voiture",Train,Train,Vocabulary
Easy,Quel est le mot français pour 'bus',What is the French word for 'bus',"Bus,Car,Moto,Vélo",Bus,Bus,Vocabulary
Easy,Quel est le mot français pour 'plane',What is the French word for 'plane',"Avion,Train,Bateau,Voiture",Avion,Plane,Vocabulary
Medium,Quelle est la signification de 'assister' en français?,What does 'assister' mean in French?,"Faire la fête,Manger de la nourriture,Boire du vin,Aider quelqu'un",Aider quelqu'un,To help,Vocabulary
Medium,Quel est le mot français pour 'estaurant',What is the French word for 'estaurant',"Restaurant,Café,Bistro,Patisserie",Restaurant,Restaurant,Vocabulary
Medium,Quelle est la signification de 'divertir' en français?,What does 'divertir' mean in French?,"Faire la fête,Manger de la nourriture,Boire du vin,Rire et sourire",Rire et sourire,To entertain,Vocabulary
Medium,Quel est le mot français pour 'cinéma',What is the French word for 'cinema',"Cinéma,Théâtre,Musée,Galerie",Cinéma,Cinema,Vocabulary
Medium,Quelle est la signification de ''ennuyer' en français?,What does ''ennuyer' mean in French?,"Faire la fête,Manger de la nourriture,Boire du vin,Se sentir mal",Se sentir mal,To be bored,Vocabulary
Hard,Quel est le mot français pour 'intelligence artificielle',What is the French word for 'artificial intelligence',"Intelligence artificielle,Informatique,Robotique,Cybernétique",Intelligence artificielle,Artificial intelligence,Vocabulary
Hard,Quel est le mot français pour 'econnaissance faciale',What is the French word for 'facial recognition',"Reconnaissance faciale,Informatique,Robotique,Cybernétique",Reconnaissance faciale,Facial recognition,Vocabulary
Hard,Quel est le mot français pour 'langage naturel',What is the French word for 'natural language',"Langage naturel,Informatique,Robotique,Cybernétique",Langage naturel,Natural language,Vocabulary
Hard,Quel est le mot français pour 'analyse de données',What is the French word for 'data analysis',"Analyse de données,Informatique,Robotique,Cybernétique",Analyse de données,Data analysis,Vocabulary
Hard,Quel est le mot français pour 'odélisation statistique',What is the French word for 'tatistical modeling',"Modélisation statistique,Informatique,Robotique,Cybernétique",Modélisation statistique,Statistical modeling,Vocabulary
Hard,Quel est le mot français pour 'pprentissage automatique',What is the French word for 'achine learning',"Apprentissage automatique,Informatique,Robotique,Cybernétique",Apprentissage automatique,Machine learning,Vocabulary
Hard,Quel est le mot français pour 'econnaissance de formes',What is the French word for 'hape recognition',"Reconnaissance de formes,Informatique,Robotique,Cybernétique",Reconnaissance de formes,Shape recognition,Vocabulary
Easy,Quel est le mot français pour 'bibliothèque'?,What is the French word for 'library'?,"Bibliothèque,École,Musée,Cinéma",Bibliothèque,Library,Vocabulary
Easy,Quel est le mot français pour 'guitar',What is the French word for 'guitar',"Guitare,Piano,Violon,Batterie",Guitare,Guitar,Vocabulary
Easy,Quel est le mot français pour 'apple'?,What is the French word for 'apple'?,"Pomme,Poire,Fraise,Banane",Pomme,Apple,Vocabulary
Medium,Quelle est la signification de 'anger' en français?,What does 'to eat' mean in French?,"Boire du vin,Faire la fête,Dire des mots gentils,Prendre un bain",Manger,To eat,Vocabulary
Hard,Comment traduire 'I love to read books' en français?,How to translate 'I love to read books' in French?,"J'adore lire les livres,Je m'ennuie de lire les livres,Je n'aime pas lire les livres,Je lis les livres pour dormir",J'adore lire les livres,I love to read books,Vocabulary
Easy,Quel est le mot français pour 'book'?,What is the French word for 'book'?,"Livre,Papier,Encre,Plein",Livre,Book,Vocabulary
Medium,Quelle est la signification de 'endre visite' en français?,What does 'endre visite' mean in French?,"Faire la fête,Manger de la nourriture,Boire du vin,Se rendre chez quelqu'un",Se rendre chez quelqu'un,To pay a visit,Vocabulary
Hard,Quel est le mot français pour 'university'?,What is the French word for 'university'?,"Université,Collège,Lycée,École primaire",Université,University,Vocabulary
Easy,Quel est le mot français pour 'papillon',What is the French word for 'butterfly',"Papillon,Mouche,Insecte,Oiseau",Papillon,Butterfly,Vocabulary
Medium,Comment traduire 'to eat' en français?,How to translate 'to eat' in French?,"Manger,Boire,Faire la fête,Dire des mots gentils",Manger,To eat,Vocabulary
Hard,Quel est le mot français pour 'bibliothèque',What is the French word for 'library',"Livre,Ordinateur,Internet,Bibliothèque",Bibliothèque,Library,Vocabulary
Easy,Quel est le mot français pour 'fleur',What is the French word for 'flower',"Fleur,Arbre,Fruit,Insecte",Fleur,Flower,Vocabulary
Medium,Quelle est la signification de 'amitié' en français?,What does 'amitié' mean in French?,"Amour,Haine,Faim,Famille",Amour,Friendship,Vocabulary
Hard,Quel est le mot français pour 'informatique',What is the French word for 'computer science',"Ordinateur,Téléphone,Internet,Informatique",Informatique,Computer Science,Vocabulary
Easy,Quel est le mot français pour 'poisson',What is the French word for 'fish',"Poisson,Chat,Oiseau,Cheval",Poisson,Fish,Vocabulary
Medium,Comment traduire 'to run' en français?,How to translate 'to run' in French?,"Courir,Marcher,Faire la fête,Dire des mots gentils",Courir,To run,Vocabulary
Hard,Quel est le mot français pour 'université',What is the French word for 'university',"Livre,Ordinateur,Internet,Université",Université,University,Vocabulary
Easy,Quel est le mot français pour 'bus'?,What is the French word for 'bus'?,"Autobus,Train,Voiture,Avion",Autobus,Bus,Vocabulary
Easy,"Quelle est la fonction du verbe ""aller"" en français?","What is the function of the verb ""aller"" in French?","Faire une course,Dire une histoire,Aller à l'école,Prendre un bateau",Aller à l'école,To go to school,Vocabulary
Easy,Quel est le mot français pour 'papillon'?,What is the French word for 'butterfly'?,"Papillon,Insecte,Oiseau,Mammifère",Papillon,Butterfly,Vocabulary
Medium,Quelle est la signification de 'anger' en français?,What does 'anger' mean in French?,"Manger de la nourriture,Boire du vin,Faire la fête,Dire des mots gentils",Manger de la nourriture,To eat,Vocabulary
Hard,Quel est le mot français pour 'bibliothèque'?,What is the French word for 'library'?,"Bibliothèque,École,Université,Maison",Bibliothèque,Library,Vocabulary
Easy,Quel est le mot français pour 'fleur'?,What is the French word for 'flower'?,"Fleur,Arbre,Plante,Fruit",Fleur,Flower,Vocabulary
Medium,Quelle est la signification de 'écouter' en français?,What does 'écouter' mean in French?,"Écouter de la musique,Parler à quelqu'un,Lire un livre,Faire du sport",Écouter de la musique,To listen to music,Vocabulary
Hard,Quel est le mot français pour 'galerie d'art'?,What is the French word for 'art gallery'?,"Galerie d'art,Musée,Théâtre,Cinéma",Galerie d'art,Art gallery,Vocabulary
Easy,Quel est le mot français pour 'oiseau'?,What is the French word for 'bird'?,"Oiseau,Mammifère,Insecte,Poisson",Oiseau,Bird,Vocabulary
Medium,Quelle est la signification de 'dormir' en français?,What does 'dormir' mean in French?,"Dormir la nuit,Manger de la nourriture,Boire du vin,Faire la fête",Dormir la nuit,To sleep,Vocabulary
Hard,Quel est le mot français pour 'usée'?,What is the French word for 'useum'?,"Musée,Théâtre,Cinéma,Galerie d'art",Musée,Museum,Vocabulary
Easy,Quel est le mot français pour 'vêtement'?,What is the French word for 'clothing'?,"Vêtement,Chaussure,Sac,Bagage",Vêtement,Clothing,Vocabulary
Medium,Quelle est la signification de 'endre visite' en français?,What does 'endre visite' mean in French?,"Rendre visite à quelqu'un,Appeler quelqu'un,Écrire à quelqu'un,Envoyer un message à quelqu'un",Rendre visite à quelqu'un,To visit someone,Vocabulary
Hard,Quel est le mot français pour 'estaurant'?,What is the French word for 'estaurant'?,"Restaurant,Café,Bar,Boulangerie",Restaurant,Restaurant,Vocabulary
Easy,Quel est le mot français pour 'école'?,What is the French word for 'chool'?,"École,Université,Collège,Lycée",École,School,Vocabulary
Medium,Quelle est la signification de 'préparer' en français?,What does 'préparer' mean in French?,"Préparer un repas,Faire ses devoirs,Écrire un texte,Faire du sport",Préparer un repas,To prepare a meal,Vocabulary
Hard,Quel est le mot français pour 'bibliothèque publique'?,What is the French word for 'public library'?,"Bibliothèque publique,Bibliothèque universitaire,Bibliothèque scolaire,Bibliothèque privée",Bibliothèque publique,Public library,Vocabulary
Easy,Quel est le mot français pour 'papillon',What is the French word for 'butterfly',"Papillon,Oiseau,Insecte,Animaux",Papillon,Butterfly,Vocabulary
Medium,Quelle est la signification de 'habiter' en français,What does 'habiter' mean in French,"Faire la fête,Manger de la nourriture,Vivre dans un endroit,Dire des mots gentils",Vivre dans un endroit,To live in a place,Vocabulary
Hard,Quel est le mot français pour 'bibliothèque',What is the French word for 'library',"Livre,Ordinateur,Internet,Bibliothèque",Bibliothèque,Library,Vocabulary
Easy,Quel est le mot français pour 'ère',What is the French word for 'other',"Mère,Père,Frère,Sœur",Mère,Mother,Vocabulary
Medium,Quelle est la signification de 'aller au marché' en français,What does 'aller au marché' mean in French,"Faire la fête,Manger de la nourriture,Vendre des produits,Acheter des produits",Acheter des produits,To buy products,Vocabulary
Hard,Quel est le mot français pour 'gouvernement',What is the French word for 'government',"Gouvernement,Économie,Politique,Société",Gouvernement,Government,Vocabulary
Easy,Quel est le mot français pour 'père',What is the French word for 'father',"Père,Mère,Frère,Sœur",Père,Father,Vocabulary
Easy,Quel est le mot français pour 'papillon'?,What is the French word for 'butterfly'?,"Papillon,Insecte,Oiseau,Mammifère",Papillon,Butterfly,Vocabulary
Medium,Quelle est la signification de 'apprendre' en français?,What does 'apprendre' mean in French?,"Faire la fête,Manger de la nourriture,Écouter de la musique,Savoir quelque chose",Savoir quelque chose,To learn,Vocabulary
Hard,Quel est le mot français pour 'bibliothèque'?,What is the French word for 'library'?,"Bibliothèque,Musée,Cinéma,Université",Bibliothèque,Library,Vocabulary
Easy,Quel est le mot français pour 'chien'?,What is the French word for 'dog'?,"Chien,Chat,Oiseau,Cheval",Chien,Dog,Vocabulary
Medium,Quelle est la signification de 'habiter' en français?,What does 'habiter' mean in French?,"Faire la fête,Manger de la nourriture,Boire du vin,Vivre quelque part",Vivre quelque part,To live,Vocabulary
Hard,Quel est le mot français pour 'ordinateur'?,What is the French word for 'computer'?,"Ordinateur,Téléphone,Internet,Bibliothèque",Ordinateur,Computer,Vocabulary
Easy,Quel est le mot français pour 'fleur'?,What is the French word for 'flower'?,"Fleur,Arbre,Jardin,Forêt",Fleur,Flower,Vocabulary
Medium,Quelle est la signification de 'écouter' en français?,What does 'écouter' mean in French?,"Faire la fête,Manger de la nourriture,Boire du vin,Entendre quelque chose",Entendre quelque chose,To listen,Vocabulary
Hard,Quel est le mot français pour 'université'?,What is the French word for 'university'?,"Université,Collège,Lycée,École",Université,University,Vocabulary
